#{"t_start": 1780352783.8458261, "env_id": "None"}
r,l,t
-51.777843,1,5899.572803
-51.570511,1,5902.60328
-53.569923,1,5905.630456
-82.270461,14,5910.095226
-52.158722,1,5913.113666
-53.211056,1,5916.128376
-52.043758,1,5919.144218
-44.730856,6,5922.744704
496.424505,151,5942.438241
-52.555925,18,5944.500455
-92.998006,19,5949.575088
-53.518509,1,5952.601665
-77.055756,10,5956.640175
-53.255288,4,5959.987314
-51.558643,1,5963.013873
-54.07843,1,5966.043852
-50.880775,1,5969.078256
-51.244335,1,5972.105369
-50.906425,1,5975.147221
-49.41246,1,5978.159569
-50.524235,1,5981.173992
-53.561913,1,5984.219662
-58.940664,3,5987.457775
-50.115955,1,5990.47681
-52.037113,1,5993.507564
289.48035,186,6017.182909
3.725489,114,6032.824108
-72.233629,9,6036.749572
-49.31554,1,6039.793536
-53.631866,1,6042.812664
-43.958992,7,6046.485836
-54.747368,1,6049.511553
-63.510768,4,6052.880113
-51.581345,1,6055.930277
-50.532528,1,6058.994265
-64.273617,6,6062.610391
-53.095108,1,6065.643649
-53.705708,1,6068.679233
-151.110955,27,6074.59527
198.434799,1,6077.641324
-48.291574,16,6079.454041
-52.777306,1,6082.469421
-53.966866,1,6085.493386
-51.15094,1,6088.522448
-50.674343,1,6091.553621
-52.406536,1,6094.577559
-53.327557,1,6097.60223
-50.02338,1,6100.628669
-49.840031,1,6103.645169
-50.089157,1,6106.692716
-54.048824,1,6109.741217
-50.798275,1,6112.747319
-53.840042,1,6115.772791
-68.866144,15,6120.332359
-51.720036,1,6123.352284
-4.11044,86,6135.841832
-73.291319,19,6140.867174
-51.556755,1,6143.918119
-51.093426,1,6146.949943
-45.458053,25,6152.621932
-131.900581,23,6158.11789
-50.017784,1,6161.122655
-59.447722,4,6164.477236
-50.314213,1,6167.511569
-50.073818,1,6170.518259
-238.059018,79,6182.1752
-62.429923,7,6185.858299
-53.282528,1,6188.874496
-59.816957,7,6192.573607
-34.202331,27,6198.507117
-49.681862,1,6201.552661
-52.596764,1,6204.553869
-50.273716,1,6207.594684
-50.094475,1,6210.628997
-37.045397,19,6215.672417
-52.704918,1,6218.705431
-60.283229,3,6221.974961
-53.985031,1,6224.963079
-46.324496,6,6228.548325
-137.400174,30,6234.819294
-53.812344,3,6238.077702
-53.374771,1,6241.111798
-46.857184,4,6244.465065
-52.652184,1,6247.474006
-53.690559,1,6250.49979
-54.151127,1,6253.517251
-53.749317,1,6256.536832
-49.55883,1,6259.593339
-50.493248,1,6262.625763
-53.831177,1,6265.622267
-54.068317,1,6268.681284
200.579012,57,6277.927465
-29.803311,55,6284.106978
-52.334621,1,6287.122942
-94.064146,24,6292.71773
-50.497353,1,6295.722627
-52.841434,1,6298.736089
-130.27611,19,6303.75373
-52.596275,1,6306.77475
-49.281773,19,6311.80711
-140.500659,56,6320.997908
-51.990177,1,6324.013299
-52.115154,1,6327.032013
-49.483994,1,6330.049621
-94.629313,11,6334.173534
-51.322598,1,6337.181906
-64.760171,4,6340.558604
-52.497734,1,6343.568513
-58.340701,4,6346.938981
-34.759297,220,6374.282865
195.790866,190,6398.259706
-69.280313,11,6402.392246
-76.069334,18,6407.301792
-53.982437,1,6410.334265
-50.040001,1,6413.342246
-54.496883,1,6416.371787
-50.021297,1,6419.398841
-98.881251,14,6423.871414
-28.884301,24,6429.421352
-63.471909,6,6433.015618
39.907833,200,6458.091715
-50.974775,156,6478.344895
-54.1898,1,6481.389272
-49.847889,1,6484.416833
-108.641169,17,6489.25839
-113.332219,15,6493.859547
-50.270115,1,6496.89123
-53.165188,1,6499.920889
156.05607,73,6510.916556
-104.116469,69,6518.629951
160.632954,190,6542.648292
-49.455765,1,6545.682782
-54.303005,1,6548.727608
-49.226185,1,6551.75045
-50.446224,1,6554.778488
-52.042793,1,6557.793011
-50.369858,1,6560.829401
-52.851757,1,6563.872955
-76.003862,15,6568.439502
-50.501398,21,6573.706975
-54.206455,1,6576.725367
-50.350651,1,6579.739082
-52.341835,1,6582.740134
-49.960129,1,6585.783684
-49.688656,1,6588.83543
488.008564,201,6613.972867
-50.025178,13,6615.514539
-52.944977,1,6618.565521
6.117124,250,6649.234725
-154.925338,250,6677.065042
-21.504517,23,6679.671933
-50.164906,1,6682.685587
-50.301071,1,6685.710791
-90.694068,15,6690.266792
-51.744595,1,6693.302981
-13.446467,25,6698.996301
-134.639092,34,6705.708565
-54.272827,1,6708.737296
-51.341042,1,6711.768668
-38.279829,27,6717.670252
-52.017342,1,6720.685528
-50.162476,1,6723.721703
-50.202301,1,6726.771764
-89.223192,18,6731.688589
-54.327187,1,6734.709695
-49.921032,1,6737.741142
-73.695541,10,6741.783036
-49.572952,1,6744.829976
-63.552078,6,6748.382977
-97.865598,38,6755.514413
-53.221268,1,6758.558754
